word,word_norm,phon,skeleton,n_tokens,frequency,relevance_mode,category_mode,n_mispronounced,n_meaning_changed,n_dropped,mispron_rate,meaning_change_rate,n_surface_forms,surface_forms,tier,n_variants_kept,variants
गोठा,गोठा,KoTa,KT,1,1,4,activity_method,1,0,0,1.0,0.0,1,गोठा,long_tail,1,गोइठा (1)
प्रकाश संश्लेषण,प्रकाश संश्लेषण,PRaKaSaSanSLeSaN,PRKSSSLSN,2,1,4,other,1,0,0,1.0,0.0,1,प्रकाश संश्लेषण,long_tail,1,प्रकाश-संश्लेषण (1)
श्री प्राण अमृत,श्री प्राण अमृत,SRiPRaNaMriT,SRPRNMT,3,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,श्री प्राण अमृत,phrase,1,श्री प्राणामृत (1)
लाइट मारने,लाइट मारने,LaiTaMaRaNe,LTMRN,2,1,4,concern,0,0,0,0.0,0.0,1,लाइट मारने,long_tail,0,
जलमने,जलमने,JaLaMaNe,JLMN,1,1,3,concern,1,1,0,1.0,1.0,1,जलमने,long_tail,1,जलने (1)
कुटाई,कुटाई,KuTai,KT,1,1,3,activity_method,1,1,0,1.0,1.0,1,कुटाई,long_tail,1,टाई (1)
सुखकर,सुखकर,SuKaKaR,SKKR,1,1,4,concern,1,0,0,1.0,0.0,1,सुखकर,long_tail,1,सूख करके (1)
क्वेश्चन किया,क्वेश्चन किया,KBeSCaNaKiYa,KBSCNKY,2,1,3,activity_method,0,0,0,0.0,0.0,1,क्वेश्चन किया,long_tail,0,
नहीं आ रहे,नहीं आ रहे,NaHinaRaHe,NHRH,3,1,4,concern,0,0,0,0.0,0.0,1,नहीं आ रहे,phrase,0,
ऊपर बढ़ाने वाला,ऊपर बढाने वाला,uPaRaBaDaNeBaLa,PRBDNBL,3,1,3,activity_method,0,0,0,0.0,0.0,1,ऊपर बढ़ाने वाला,phrase,0,
छिंटी,छिंटी,CinTi,CT,1,1,3,activity_method,1,0,0,1.0,0.0,1,छिंटी,long_tail,1,छिटी (1)
सरकारी सेवक,सरकारी सेवक,SaRaKaRiSeBaK,SRKRSBK,2,1,3,other,0,0,0,0.0,0.0,1,सरकारी सेवक,long_tail,0,
कुकिड़िया,कुकिडिया,KuKiDiYa,KKDY,1,1,4,concern,1,1,0,1.0,1.0,1,कुकिड़िया,long_tail,1,नौकरी (1)
टल,टल,TaL,TL,1,1,2,variety,1,1,1,1.0,1.0,1,टल,long_tail,0,
पलाखी,पलाखी,PaLaKi,PLK,1,1,4,concern,0,0,0,0.0,0.0,1,पलाखी,long_tail,0,
5 कट्ठा,5 कट्ठा,5KaTa,KT,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,5 कट्ठा,long_tail,0,
दाग-दाग,दाग-दाग,DaKaDaK,DKDK,1,1,4,concern,0,0,0,0.0,0.0,1,दाग-दाग,long_tail,0,
कार्बोहाइड्रेट,कार्बोहाइड्रेट,KaRBoHaiDReT,KRBHDRT,1,1,4,other,0,0,0,0.0,0.0,1,कार्बोहाइड्रेट,long_tail,0,
कब ुख,कब ुख,KaBuK,KBK,2,1,4,concern,1,1,0,1.0,1.0,1,कब ुख,long_tail,1,का भी खराब (1)
बनकेराये,बनकेराये,BaNaKeRaYe,BNKRY,1,1,4,concern,1,1,0,1.0,1.0,1,बनकेराये,long_tail,1,बन के राव (1)
अवांछित,अवांछित,aBanCiT,BCT,1,1,3,concern,0,0,0,0.0,0.0,1,अवांछित,long_tail,0,
नीमक,नीमक,NiMaK,NMK,1,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,नीमक,long_tail,0,
अगमारी रोग,अगमारी रोग,aKaMaRiRoK,KMRRK,2,1,4,concern,0,0,0,0.0,0.0,1,अगमारी रोग,long_tail,0,
खुरार,खुरार,KuRaR,KRR,1,1,4,concern,0,0,0,0.0,0.0,1,खुरार,long_tail,0,
गेट गेट सा,गेट गेट सा,KeTaKeTaSa,KTKTS,3,1,4,concern,0,0,0,0.0,0.0,1,गेट गेट सा,phrase,0,
धीरुआ,धीरुआ,DiRua,DR,1,1,2,location,1,0,0,1.0,0.0,1,धीरुआ,long_tail,1,धीरवा (1)
पाँच महीना,पांच महीना,PanCaMaHiNa,PCMHN,2,1,3,growth_stage,0,0,0,0.0,0.0,1,पाँच महीना,long_tail,0,
मुंदाती,मुंदाती,MunDaTi,MDT,1,1,3,activity_method,1,1,0,1.0,1.0,1,मुंदाती,long_tail,1,बोई जाती (1)
खूंटा,खूंटा,KunTa,KT,1,1,3,tool,0,0,0,0.0,0.0,1,खूंटा,long_tail,0,
सोता है,सोता है,SoTaHe,STH,2,1,3,activity_method,0,0,0,0.0,0.0,1,सोता है,long_tail,0,
कौंची,कौंची,KonCi,KC,1,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,कौंची,long_tail,0,
मोजायेक,मोजायेक,MoJaYeK,MJYK,1,1,4,concern,1,0,0,1.0,0.0,1,मोजायेक,long_tail,1,मोजेक (1)
देते हैं,देते हैं,DeTeHe,DTH,2,1,3,activity_method,0,0,0,0.0,0.0,1,देते हैं,long_tail,0,
पीला पीला धब्बा,पीला पीला धब्बा,PiLaPiLaDaBa,PLPLDB,3,1,4,concern,0,0,0,0.0,0.0,1,पीला पीला धब्बा,phrase,0,
आएल है,आएल है,aeLaHe,LH,2,1,3,other,1,0,0,1.0,0.0,1,आएल है,long_tail,1,है (1)
पत्ती वाला,पत्ती वाला,PaTiBaLa,PTBL,2,1,3,other,0,0,0,0.0,0.0,1,पत्ती वाला,long_tail,0,
तिरासी बाईस,तिरासी बाईस,TiRaSiBaiS,TRSBS,2,1,2,variety,1,0,0,1.0,0.0,1,तिरासी बाईस,long_tail,0,
छिड़ना,छिडना,CiDaNa,CDN,1,1,3,activity_method,1,0,0,1.0,0.0,1,छिड़ना,long_tail,1,छिटना (1)
पीयार,पीयार,PiYaR,PYR,1,1,4,concern,1,0,0,1.0,0.0,1,पीयार,long_tail,1,पियर (1)
प्रवेश नहीं है,प्रवेश नहीं है,PRaBeSaNaHinHe,PRBSNHH,3,1,4,concern,1,1,0,1.0,1.0,1,प्रवेश नहीं है,phrase,0,
दूसरे दिनों,दूसरे दिनों,DuSaReDiNo,DSRDN,2,1,3,quantity_unit,0,0,0,0.0,0.0,1,दूसरे दिनों,long_tail,0,
बांकौनि,बांकौनि,BanKoNi,BKN,1,1,4,concern,1,0,0,1.0,0.0,1,बांकौनि,long_tail,1,बनकौनी (1)
श्री निमास्त्र,श्री निमास्त्र,SRiNiMaSTR,SRNMSTR,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,श्री निमास्त्र,long_tail,0,
सूक्ष्म,सूक्ष्म,SuKSM,SKSM,1,1,3,other,0,0,0,0.0,0.0,1,सूक्ष्म,long_tail,0,
पानी पटैला,पानी पटैला,PaNiPaTeLa,PNPTL,2,1,3,activity_method,1,0,0,1.0,0.0,1,पानी पटैला,long_tail,1,पानी पटाने (1)
100 दिन,100 दिन,10DiN,DN,2,1,4,quantity_unit,1,1,0,1.0,1.0,1,100 दिन,long_tail,0,
लेबर कार्ड,लेबर कार्ड,LeBaRaKaRD,LBRKRD,2,1,4,other,1,0,0,1.0,0.0,1,लेबर कार्ड,long_tail,0,
बनवा,बनवा,BaNaBa,BNB,1,1,3,activity_method,1,0,0,1.0,0.0,1,बनवा,long_tail,1,बना ल (1)
क्या होना चाहिए,क्या होना चाहिए,KYaHoNaCaHie,KYHNCH,3,1,3,other,1,0,0,1.0,0.0,1,क्या होना चाहिए,phrase,1,किया आना चाहिए (1)
देना होगा,देना होगा,DeNaHoKa,DNHK,2,1,3,activity_method,0,0,0,0.0,0.0,1,देना होगा,long_tail,0,
मुहैया करवाई जाए,मुहैया करवाई जाए,MuHeYaKaRaBaiJae,MHYKRBJ,3,1,3,activity_method,1,0,0,1.0,0.0,1,मुहैया करवाई जाए,phrase,1,मुहैया करवाया जाए (1)
सूखने लगता,सूखने लगता,SuKaNeLaKaTa,SKNLKT,2,1,4,concern,0,0,0,0.0,0.0,1,सूखने लगता,long_tail,0,
पोषा,पोषा,PoSa,PS,1,1,3,activity_method,1,0,0,1.0,0.0,1,पोषा,long_tail,1,पासा (1)
होने से बचने,होने से बचने,HoNeSeBaCaNe,HNSBCN,3,1,3,activity_method,0,0,0,0.0,0.0,1,होने से बचने,phrase,0,
तुलना,तुलना,TuLaNa,TLN,1,1,3,activity_method,0,0,0,0.0,0.0,1,तुलना,long_tail,0,
कच्चा हल्दी,कच्चा हल्दी,KaCaHaLDi,KCHLD,2,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,कच्चा हल्दी,long_tail,1,हल्दी आधी (1)
काला नमक,काला नमक,KaLaNaMaK,KLNMK,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,काला नमक,long_tail,0,
पीस दो,पीस दो,PiSaDo,PSD,2,1,3,activity_method,0,0,0,0.0,0.0,1,पीस दो,long_tail,0,
लालू यादव,लालू यादव,LaLuYaDaB,LLYDB,2,1,2,location,0,0,0,0.0,0.0,1,लालू यादव,long_tail,0,
मारेगा,मारेगा,MaReKa,MRK,1,1,3,activity_method,0,0,0,0.0,0.0,1,मारेगा,long_tail,0,
घास जलाने,घास जलाने,KaSaJaLaNe,KSJLN,2,1,3,activity_method,0,0,0,0.0,0.0,1,घास जलाने,long_tail,0,
एनपीके लिक्विड खाद,एनपीके लिक्विड खाद,eNaPiKeLiKBiDaKaD,NPKLKBDKD,3,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,एनपीके लिक्विड खाद,phrase,0,
क्या होनी चाहिए,क्या होनी चाहिए,KYaHoNiCaHie,KYHNCH,3,1,3,quantity_unit,0,0,0,0.0,0.0,1,क्या होनी चाहिए,phrase,0,
जोकी,जोकी,JoKi,JK,1,1,3,other,1,1,0,1.0,1.0,1,जोकी,long_tail,0,
परेक,परेक,PaReK,PRK,1,1,2,other,1,1,0,1.0,1.0,1,परेक,long_tail,1,परिक्षण (1)
ज्यादा दाम,ज्यादा दाम,JYaDaDaM,JYDDM,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,ज्यादा दाम,long_tail,0,
भुला,भुला,BuLa,BL,1,1,4,concern,1,0,0,1.0,0.0,1,भुला,long_tail,1,बुला (1)
प्रभावशाली,प्रभावशाली,PRaBaBaSaLi,PRBBSL,1,1,3,other,0,0,0,0.0,0.0,1,प्रभावशाली,long_tail,0,
जंगल हो जाना,जंगल हो जाना,JanKaLaHoJaNa,JKLHJN,3,1,4,concern,0,0,0,0.0,0.0,1,जंगल हो जाना,phrase,0,
छहगो सातगो,छहगो सातगो,CaHaKoSaTaKo,CHKSTK,2,1,4,quantity_unit,1,0,0,1.0,0.0,1,छहगो सातगो,long_tail,1,छह को सात को (1)
सुरु करे,सुरु करे,SuRuKaRe,SRKR,2,1,3,activity_method,1,0,0,1.0,0.0,1,सुरु करे,long_tail,1,शुरू करें (1)
डला,डला,DaLa,DL,1,1,3,activity_method,1,0,0,1.0,0.0,1,डला,long_tail,1,डाला (1)
दोपहर,दोपहर,DoPaHaR,DPHR,1,1,3,other,0,0,0,0.0,0.0,1,दोपहर,long_tail,0,
बैठने लगता है,बैठने लगता है,BeTaNeLaKaTaHe,BTNLKTH,3,1,4,concern,0,0,0,0.0,0.0,1,बैठने लगता है,phrase,0,
दो फुट,दो फुट,DoPuT,DPT,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,दो फुट,long_tail,0,
छींटा जाती,छींटा जाती,CinTaJaTi,CTJT,2,1,3,activity_method,1,0,0,1.0,0.0,1,छींटा जाती,long_tail,1,डाली जाती (1)
कोस्कोटा,कोस्कोटा,KoSKoTa,KSKT,1,1,4,crop,1,0,0,1.0,0.0,1,कोस्कोटा,long_tail,1,कोसकुटा (1)
को कोभी,को कोभी,KoKoBi,KKB,2,1,4,crop,1,0,0,1.0,0.0,1,को कोभी,long_tail,1,को को भी (1)
बरौना,बरौना,BaRoNa,BRN,1,1,4,concern,1,0,0,1.0,0.0,1,बरौना,long_tail,0,
बढ़का,बढका,BaDaKa,BDK,1,1,2,other,1,1,0,1.0,1.0,1,बढ़का,long_tail,1,बडा का (1)
गलत दवा,गलत दवा,KaLaTaDaBa,KLTDB,2,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,गलत दवा,long_tail,0,
छींट दिया गया,छींट दिया गया,CinTaDiYaKaYa,CTDYKY,3,1,3,activity_method,1,0,0,1.0,0.0,1,छींट दिया गया,phrase,1,शीट दिया गया (1)
मरणी,मरणी,MaRaNi,MRN,1,1,4,concern,1,0,0,1.0,0.0,1,मरणी,long_tail,1,मरने (1)
बैठ जा रही है,बैठ जा रही है,BeTaJaRaHiHe,BTJRHH,4,1,3,activity_method,0,0,0,0.0,0.0,1,बैठ जा रही है,phrase,0,
इमामेक्टिन बेंजोएट 5% SG,इमामेक्टिन बेंजोएट 5% SG,iMaMeKTiNaBenJoeTa5SG,MMKTNBJTSG,4,1,4,fertilizer_chemical,1,0,1,1.0,0.0,1,इमामेक्टिन बेंजोएट 5% SG,phrase,0,
लालका साग,लालका साग,LaLaKaSaK,LLKSK,2,1,4,crop,1,0,0,1.0,0.0,1,लालका साग,long_tail,1,ललका साग (1)
कुबिया,कुबिया,KuBiYa,KBY,1,1,4,concern,0,0,0,0.0,0.0,1,कुबिया,long_tail,0,
बोरो धान,बोरो धान,BoRoDaN,BRDN,2,1,4,crop,1,1,0,1.0,1.0,1,बोरो धान,long_tail,1,बडौदा (1)
कितने रोज पर,कितने रोज पर,KiTaNeRoJaPaR,KTNRJPR,3,1,3,quantity_unit,0,0,0,0.0,0.0,1,कितने रोज पर,phrase,0,
कराल जाई,कराल जाई,KaRaLaJai,KRLJ,2,1,3,activity_method,1,0,0,1.0,0.0,1,कराल जाई,long_tail,1,करल जाई (1)
बोलकर,बोलकर,BoLaKaR,BLKR,1,1,3,activity_method,1,0,1,1.0,0.0,1,बोलकर,long_tail,0,
फीका,फीका,PiKa,PK,1,1,4,concern,1,0,0,1.0,0.0,1,फीका,long_tail,1,पीका (1)
अधिकतम तापमान,अधिकतम तापमान,aDiKaTaMaTaPaMaN,DKTMTPMN,2,1,4,concern,0,0,0,0.0,0.0,1,अधिकतम तापमान,long_tail,0,
फुला रहा हो,फुला रहा हो,PuLaRaHaHo,PLRHH,3,1,3,growth_stage,1,0,0,1.0,0.0,1,फुला रहा हो,phrase,1,फुला रहा हूं (1)
चीते,चीते,CiTe,CT,1,1,3,activity_method,1,1,0,1.0,1.0,1,चीते,long_tail,1,छींटे (1)
उच्चदकर,उच्चदकर,uCaDaKaR,CDKR,1,1,4,concern,1,1,0,1.0,1.0,1,उच्चदकर,long_tail,1,जो छात्र घर (1)
50 किलो,50 किलो,50KiLo,KL,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,50 किलो,long_tail,0,
रात के बारह बजे,रात के बारह बजे,RaTaKeBaRaHaBaJe,RTKBRHBJ,4,1,3,other,0,0,0,0.0,0.0,1,रात के बारह बजे,phrase,0,
छिट दिया,छिट दिया,CiTaDiYa,CTDY,2,1,3,activity_method,1,0,0,1.0,0.0,1,छिट दिया,long_tail,1,छिंट दिया (1)
पीपूरी,पीपूरी,PiPuRi,PPR,1,1,4,concern,1,0,0,1.0,0.0,1,पीपूरी,long_tail,1,पिपुरी (1)
पंजीकृत,पंजीकृत,PanJiKriT,PJKT,1,1,3,activity_method,0,0,0,0.0,0.0,1,पंजीकृत,long_tail,0,
कानू,कानू,KaNu,KN,1,1,4,crop,1,1,1,1.0,1.0,1,कानू,long_tail,0,
जल्ने,जल्ने,JaLNe,JLN,1,1,4,concern,0,0,0,0.0,0.0,1,जल्ने,long_tail,0,
अनारस,अनारस,aNaRaS,NRS,1,1,4,crop,0,0,0,0.0,0.0,1,अनारस,long_tail,0,
मनजाए,मनजाए,MaNaJae,MNJ,1,1,4,concern,1,0,0,1.0,0.0,1,मनजाए,long_tail,1,मन जाए (1)
टियर,टियर,TiYaR,TYR,1,1,4,concern,1,1,0,1.0,1.0,1,टियर,long_tail,1,टेढ (1)
केकड़ी,केकडी,KeKaDi,KKD,1,1,4,concern,1,0,0,1.0,0.0,1,केकड़ी,long_tail,1,किकडी (1)
आ जाएगा,आ जाएगा,aJaeKa,JK,2,1,3,activity_method,0,0,0,0.0,0.0,1,आ जाएगा,long_tail,0,
पीली पकड़ा,पीली पकडा,PiLiPaKaDa,PLPKD,2,1,4,concern,1,1,0,1.0,1.0,1,पीली पकड़ा,long_tail,1,पीली पक रहा (1)
काम खाती है,काम खाती है,KaMaKaTiHe,KMKTH,3,1,4,concern,1,0,0,1.0,0.0,1,काम खाती है,phrase,1,कम खा रही है (1)
बाल्,बाल्,BaL,BL,1,1,4,growth_stage,1,0,0,1.0,0.0,1,बाल्,long_tail,1,बाल (1)
कितना दूरी,कितना दूरी,KiTaNaDuRi,KTNDR,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,कितना दूरी,long_tail,0,
फर जाएगा,फर जाएगा,PaRaJaeKa,PRJK,2,1,4,concern,1,1,0,1.0,1.0,1,फर जाएगा,long_tail,1,भर जाएगा (1)
ठहराव,ठहराव,TaHaRaB,THRB,1,1,4,concern,0,0,0,0.0,0.0,1,ठहराव,long_tail,0,
डीबीटी,डीबीटी,DiBiTi,DBT,1,1,4,other,1,1,0,1.0,1.0,1,डीबीटी,long_tail,1,जी ई टी (1)
पोर्टल,पोर्टल,PoRTaL,PRTL,1,1,3,tool,0,0,0,0.0,0.0,1,पोर्टल,long_tail,0,
खाने योग्य,खाने योग्य,KaNeYoKY,KNYKY,2,1,3,other,0,0,0,0.0,0.0,1,खाने योग्य,long_tail,0,
पीले पड़ जा रहे हैं,पीले पड जा रहे हैं,PiLePaDaJaRaHeHe,PLPDJRHH,5,1,4,concern,0,0,0,0.0,0.0,1,पीले पड़ जा रहे हैं,phrase,0,
धरित,धरित,DaRiT,DRT,1,1,3,growth_stage,1,1,0,1.0,1.0,1,धरित,long_tail,1,ना दी (1)
वैशाखा,वैशाखा,BeSaKa,BSK,1,1,2,variety,1,0,0,1.0,0.0,1,वैशाखा,long_tail,1,बैसाखा (1)
खातों,खातों,KaTo,KT,1,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,खातों,long_tail,1,खादों (1)
पैखाना बंद,पैखाना बंद,PeKaNaBanD,PKNBD,2,1,4,concern,0,0,0,0.0,0.0,1,पैखाना बंद,long_tail,0,
चौड़ा पति वाला,चौडा पति वाला,CoDaPaTiBaLa,CDPTBL,3,1,4,concern,1,0,0,1.0,0.0,1,चौड़ा पति वाला,phrase,1,चौडा पत्ती वाला (1)
घाट घास,घाट घास,KaTaKaS,KTKS,2,1,4,concern,0,0,0,0.0,0.0,1,घाट घास,long_tail,0,
खेसाड़ी,खेसाडी,KeSaDi,KSD,1,1,4,crop,1,0,0,1.0,0.0,1,खेसाड़ी,long_tail,1,खेसारी (1)
कुरस,कुरस,KuRaS,KRS,1,1,4,concern,1,1,0,1.0,1.0,1,कुरस,long_tail,1,क्योर (1)
कैला,कैला,KeLa,KL,1,1,4,crop,1,0,0,1.0,0.0,1,कैला,long_tail,1,केला (1)
लगने वाला रोग,लगने वाला रोग,LaKaNeBaLaRoK,LKNBLRK,3,1,4,concern,1,1,1,1.0,1.0,1,लगने वाला रोग,phrase,0,
